brand,logo_url,brand_id,category
Jacquemus,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230712/1136864ab09c4520af2237ab81378360.png?x-oss-process=image/format,webp/resize,w_63,h_63",1136864ab09c4520af2237ab81378360,clothes
Kawasaki,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/12ea4c2d8d604bb78e8d75904735c8cb.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",12ea4c2d8d604bb78e8d75904735c8cb,clothes
KENZO,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte7359byte_c71c56a9aea36427f7bb106f18151548_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte7359byte_c71c56a9aea36427f7bb106f18151548,clothes
Lee,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte24875byte_b300dc10381179f72252315ff730beed_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte24875byte_b300dc10381179f72252315ff730beed,clothes
Lemaire,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/05e9bd27d2d84deca2a524b489b415ca.png?x-oss-process=image/format,webp/resize,w_63,h_63",05e9bd27d2d84deca2a524b489b415ca,clothes
LINING,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte7350byte_d60fa387aac42cb8c9b79700d720397d_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte7350byte_d60fa387aac42cb8c9b79700d720397d,clothes
LOEWE,"https://cdn-img.thepoizon.ru/source-img/brand-img//45473511b7e748acb48c7a87a2cef497-10320.png?x-oss-process=image/format,webp/resize,w_63,h_63",45473511b7e748acb48c7a87a2cef497-10320,clothes
Loro Piana,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230711/86f4f08ec2b245af856850f35d517ec5.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",86f4f08ec2b245af856850f35d517ec5,clothes
LOUIS VUITTON,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20221213/c59aa7c097f34a239769395e70446686.png?x-oss-process=image/format,webp/resize,w_63,h_63",c59aa7c097f34a239769395e70446686,clothes
lululemon,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230109/d6e614d2d9cf4a1da42fedc317d8386d.png?x-oss-process=image/format,webp/resize,w_63,h_63",d6e614d2d9cf4a1da42fedc317d8386d,clothes
Maison Margiela,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230210/f4642b5825cf4aa89d8c538042eb50e7.png?x-oss-process=image/format,webp/resize,w_63,h_63",f4642b5825cf4aa89d8c538042eb50e7,clothes
MARNI,"https://cdn-img.thepoizon.ru/node-common/MjAyMTUxMi0xMTM2MTMxNjIwNzkwNTk3MjE4.png?x-oss-process=image/format,webp/resize,w_63,h_63",MjAyMTUxMi0xMTM2MTMxNjIwNzkwNTk3MjE4,clothes
MCM,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte50051byte_3ed4a130ff4dc02151428c3e50978942_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte50051byte_3ed4a130ff4dc02151428c3e50978942,clothes
MICHAEL KORS,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230208/b8c75de0f5464d39ab429e0fc24edb8d.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",b8c75de0f5464d39ab429e0fc24edb8d,clothes
MIU MIU,"https://cdn-img.thepoizon.ru/node-common/JUU5JUEzJTlFJUU0JUI5JUE2MjAyMjEwMjAtMTM1NDQ2MTY2NjI0NTMxNTc4NA==.jpeg?x-oss-process=image/format,webp/resize,w_63,h_63",JUU5JUEzJTlFJUU0JUI5JUE2MjAyMjEwMjAtMTM1NDQ2MTY2NjI0NTMxNTc4NA==,clothes
MLB,"https://cdn-img.thepoizon.ru/node-common/TUxCJUU1JTkzJTgxJUU3JTg5JThDTE9HTzE2NTE3NDQ1MDkxNjk=.png?x-oss-process=image/format,webp/resize,w_63,h_63",TUxCJUU1JTkzJTgxJUU3JTg5JThDTE9HTzE2NTE3NDQ1MDkxNjk=,clothes
MM6 Maison Margiela,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230210/ee6fa533fab14070abf9207d8c47d996.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",ee6fa533fab14070abf9207d8c47d996,clothes
MOSCHINO,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte3922byte_e6fed7cc9d76aaed983119b1f6ea4da2_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte3922byte_e6fed7cc9d76aaed983119b1f6ea4da2,clothes
Nerdy,"https://cdn-img.thepoizon.ru/source-img/brand-img//06bd8d81c5954d679d6ff7f578e834ab-1000180.png?x-oss-process=image/format,webp/resize,w_63,h_63",06bd8d81c5954d679d6ff7f578e834ab-1000180,clothes
New Balance,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte6189byte_1cb7717a44b335651ad4656610142591_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte6189byte_1cb7717a44b335651ad4656610142591,clothes
New Era,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte12037byte_2650d81fe891a08f41ba8ef58f92e4c8_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte12037byte_2650d81fe891a08f41ba8ef58f92e4c8,clothes
Nike,"https://cdn-img.thepoizon.ru/node-common/48cb1b2c-e34b-eeb0-efcb-26ee1f63c905-150-150.png?x-oss-process=image/format,webp/resize,w_63,h_63",48cb1b2c-e34b-eeb0-efcb-26ee1f63c905-150-150,clothes
NOAH,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte33752byte_11638ecd79b8d3c7fd29b92dfb9f5f5b_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte33752byte_11638ecd79b8d3c7fd29b92dfb9f5f5b,clothes
Oakley,"https://cdn-img.thepoizon.ru/0736f72df70b49d0a8a82703a1701e82.png?x-oss-process=image/format,webp/resize,w_63,h_63",0736f72df70b49d0a8a82703a1701e82,clothes
OFF-WHITE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte2408byte_4d329f274512ddb136989432292cdd3f_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte2408byte_4d329f274512ddb136989432292cdd3f,clothes
On,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230615/445b93463504448f8d0f0313ec2eaa01.?x-oss-process=image/format,webp/resize,w_63,h_63",445b93463504448f8d0f0313ec2eaa01,clothes
PALACE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte8691byte_5577b630f2fd4fcb8d6f7f45071acc40_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte8691byte_5577b630f2fd4fcb8d6f7f45071acc40,clothes
Patagonia,"https://cdn-img2.thepoizon.ru/news_byte32183byte_8446a2c1638a075386cb058a9ac0fbc6_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte32183byte_8446a2c1638a075386cb058a9ac0fbc6,clothes
PRADA,"https://cdn-img.thepoizon.ru/6ff72ed639ef4dfda5299ee0bc8ba9e2.png?x-oss-process=image/format,webp/resize,w_63,h_63",6ff72ed639ef4dfda5299ee0bc8ba9e2,clothes
PUMA,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte26564byte_a768870ae48f1a216dd756c2206c34b1_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte26564byte_a768870ae48f1a216dd756c2206c34b1,clothes
SAINT LAURENT,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte29430byte_88593ab0095ed38806e07d4afd4889cf_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte29430byte_88593ab0095ed38806e07d4afd4889cf,clothes
Skechers,"https://cdn-img.thepoizon.ru/source-img/brand-img//e0410687994c4f28aac0a3f1ad186d1e-10336.png?x-oss-process=image/format,webp/resize,w_63,h_63",e0410687994c4f28aac0a3f1ad186d1e-10336,clothes
Snow Peak,"https://cdn-img.thepoizon.ru/node-common/JUU0JUI4JThCJUU4JUJEJUJEMTYyODU2NTg2Nzg1Mg==.png?x-oss-process=image/format,webp/resize,w_63,h_63",JUU0JUI4JThCJUU4JUJEJUJEMTYyODU2NTg2Nzg1Mg==,clothes
STONE ISLAND,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230215/3ea32306b96b4762b38f7896623ebc6d.png?x-oss-process=image/format,webp/resize,w_63,h_63",3ea32306b96b4762b38f7896623ebc6d,clothes
Stussy,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte30589byte_c37b4863d6248dd92a588696c9e1dfe5_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte30589byte_c37b4863d6248dd92a588696c9e1dfe5,clothes
Supreme,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte6426byte_c7ab640bf99963bfc2aff21ca4ff8322_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte6426byte_c7ab640bf99963bfc2aff21ca4ff8322,clothes
TEAM WANG,"https://cdn-img.thepoizon.ru/node-common/f4d2d3d4-acab-d575-6a20-02188215743e-800-800.png?x-oss-process=image/format,webp/resize,w_63,h_63",f4d2d3d4-acab-d575-6a20-02188215743e-800-800,clothes
THE NORTH FACE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte31268byte_e05935a55a37e7901640f7d09548499d_w151h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte31268byte_e05935a55a37e7901640f7d09548499d,clothes
THE NORTH FACE PURPLE LABEL,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte22025byte_ce1dc9be1690240e01f1365eedac1362_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte22025byte_ce1dc9be1690240e01f1365eedac1362,clothes
Thrasher,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte30750byte_446d35e36b912ad366d8f72a6a9cc5e4_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte30750byte_446d35e36b912ad366d8f72a6a9cc5e4,clothes
Timberland,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte25895byte_88b2058d896df08f73cd94a47d2310f2_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte25895byte_88b2058d896df08f73cd94a47d2310f2,clothes
